#DataThief \\file\Usersi$\ids29\Home\Desktop\S2023 Fig (1) - bottom panel.png Monday 20-Nov-2023 6:51:33 PM
-6.53, 221.4586
-6.5186, 219.2972
-6.507, 210.8577
-6.5013, 208.7992
-6.49, 204.7425
-6.4786, 198.8042
-6.4671, 194.9416
-6.4614, 193.0386
-6.45, 187.4398
-6.4386, 183.798
-6.4271, 180.227
-6.4214, 178.4675
-6.41, 173.2913
-6.3986, 169.9245
-6.3871, 164.9961
-6.3814, 163.3853
-6.37, 160.2109
-6.3586, 155.5642
-6.3471, 152.5417
-6.3414, 151.0526
-6.33, 148.1178
-6.3186, 143.8218
-6.3071, 141.0275
-6.3014, 139.6508
-6.29, 135.6004
-6.2786, 131.6675
-6.2671, 127.8487
-6.2614, 125.3645
-6.25, 122.9287
-6.2386, 118.1979
-6.2271, 115.9014
-6.2214, 114.77
-6.21, 111.4412
-6.1985, 108.2091
-6.1871, 105.0706
-6.1814, 104.0449
-6.17, 101.0272
-6.1586, 97.1392
-6.1471, 95.2519
-6.1414, 93.4011
-6.13, 89.8066
-6.1186, 88.0617
-6.1072, 85.5076
-6.1014, 83.846
-6.09, 81.4143
-6.0786, 79.8325
-6.0672, 77.5171
-6.0614, 76.7603
-6.05, 75.2689
-6.0386, 73.8065
-6.0272, 72.3725
-6.0214, 71.666
-6.01, 70.2736
-5.9986, 69.5877
-5.987, 68.2357
-5.9814, 67.5695
-5.97, 66.2568
-5.9586, 63.7069
-5.9472, 62.4691
-5.9414, 61.8593
-5.93, 60.6574
-5.9186, 59.4788
-5.9071, 58.8984
-5.9014, 58.3234
-5.89, 56.6318
-5.8786, 56.0791
-5.8671, 54.9895
-5.8614, 54.4527
-5.85, 53.3947
-5.8386, 52.8736
-5.8271, 51.8463
-5.8214, 51.8464
-5.81, 50.8391
-5.7986, 50.3429
-5.7871, 49.8515
-5.7814, 49.3649
-5.77, 48.4058
-5.7586, 47.9333
-5.7471, 47.4655
-5.7414, 47.0021
-5.73, 46.5434
-5.7186, 45.6391
-5.7071, 45.1936
-5.7014, 44.7524
-5.69, 44.3155
-5.6785, 43.4546
-5.6671, 43.0305
-5.6614, 42.6104
-5.65, 42.1945
-5.6385, 41.7827
-5.6328, 41.3748
-5.6214, 40.971
-5.6099, 40.5711
-5.5985, 40.1751
-5.5928, 40.1752
-5.5814, 39.7831
-5.5699, 39.3948
-5.5585, 39.0103
-5.5528, 38.6295
-5.5413, 38.2524
-5.5299, 37.8791
-5.5185, 37.5093
-5.5128, 37.5095
-5.5013, 37.1434
-5.4899, 36.7808
-5.4785, 36.4218
-5.4727, 36.0663
-5.4614, 35.7143
-5.4499, 35.3657
-5.4385, 35.0205
-5.4328, 34.6785
-5.4213, 34.3402
-5.4099, 34.3403
-5.3985, 34.0051
-5.3928, 34.0052
-5.3813, 33.6733
-5.3699, 33.6734
-5.3585, 33.3448
-5.3528, 33.3448
-5.3413, 33.345
-5.3299, 33.0195
-5.3185, 33.0197
-5.3127, 33.0197
-5.3013, 32.6974
-5.2899, 32.6976
-5.2784, 32.3784
-5.2727, 32.3785
-5.2612, 32.0625
-5.2499, 32.0626
-5.2384, 32.0627
-5.2327, 31.7497
-5.2213, 31.7499
-5.2098, 31.44
-5.1984, 31.4401
-5.1927, 31.4402
-5.1813, 31.1333
-5.1698, 31.1334
-5.1584, 31.1336
-5.1527, 30.8296
-5.1413, 30.8296
-5.1298, 30.8298
-5.1184, 30.529
-5.1127, 30.529
-5.1012, 30.2311
-5.0955, 30.2311
